cue,patterns (|),feelings (|),needs (|),example
hr-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
hr-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
hr-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
hr-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
hr-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
hr-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
hr-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
hr-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,hr began the procedure without wearing the required gloves.
hr-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
hr-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
hr-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
hr-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,hr opened my door and stepped in without knocking.
hr-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
hr-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
hr-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
hr-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
hr-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
hr-comparison-better-than,"compared me to someone else|'unlike X, you' from hr|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,hr said someone else handles it better than me.
hr-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from hr."
teammate-ignored-message,teammate ignored my message|teammate left me on read|teammate did not reply|seen .* no reply from teammate|I feel like teammate ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to teammate and saw 'seen' with no reply for 48 hours.
teammate-changed-plan-without-asking,teammate changed the plan without asking|teammate decided for me|teammate made plans without me|teammate told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,teammate changed the plan and told me what I'd be doing without checking.
teammate-overcharged,charged .* extra at checkout|price higher than quoted by teammate|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from teammate included a fee that wasn't in the quote.
teammate-lost-item,lost my .*|my .* was misplaced|teammate can't find my paperwork|teammate lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,teammate couldn't find the paperwork I handed them last week.
teammate-breach-privacy,teammate shared my info without consent|teammate forwarded my email|teammate posted my photo without asking|screenshot of our chat shared by teammate|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,teammate posted a screenshot of our chat in a group without asking.
teammate-public-criticism,teammate criticized me in public|teammate called me out in front of others|teammate pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,teammate highlighted my mistake during the meeting while others watched.
teammate-credit-taken,teammate took credit for my work|teammate presented my work as theirs|teammate left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by teammate without my name mentioned.
